Money,Time,Percentage Change,Direction,Streak,Money_lag1,Direction_lag1,Streak_lag1,Money_lag2,Direction_lag2,Streak_lag2,Money_lag3,Direction_lag3,Streak_lag3,Money_lag4,Direction_lag4,Streak_lag4,Money_lag5,Direction_lag5,Streak_lag5,Rolling_mean_5,Rolling_std_5,Rolling_min_5,Rolling_max_5
14,1250,0.0,-1.0,0.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-3.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,15.4,1.3416407864998747,14.0,17.0
12,1251,-14.29,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-3.0,17.0,-1.0,-2.0,14.4,1.673320053068152,12.0,16.0
10,1253,0.0,1.0,0.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,16.0,0.0,0.0,12.0,2.0000000000000004,10.0,14.0
12,1255,0.0,1.0,0.0,12.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,11.2,1.0954451150103328,10.0,12.0
14,1256,16.67,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,11.6,1.6733200530681516,10.0,14.0
16,1258,0.0,-1.0,0.0,16.0,1.0,2.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,10.0,0.0,0.0,14.0,2.0,12.0,16.0
14,1259,-12.5,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,2.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,14.4,1.6733200530681511,12.0,16.0
12,1301,0.0,1.0,0.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,2.0,14.0,1.0,1.0,14.0,2.0,12.0,16.0
13,1302,8.33,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,2.0,13.4,1.6733200530681511,12.0,16.0
15,1304,0.0,1.0,0.0,15.0,1.0,2.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,13.4,1.51657508881031,12.0,15.0
16,1306,0.0,-1.0,0.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,2.0,13.0,1.0,1.0,12.0,0.0,0.0,15.0,1.2247448713915894,13.0,16.0
15,1307,-6.25,1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,2.0,13.0,1.0,1.0,15.4,0.5477225575051667,15.0,16.0
16,1309,0.0,1.0,0.0,16.0,1.0,1.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,0.0,0.0,15.8,0.4472135954999587,15.0,16.0
17,1311,0.0,-1.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.2,0.8366600265340761,15.0,17.0
16,1312,-5.88,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,-1.0,-1.0,16.4,0.5477225575051671,16.0,17.0
15,1313,-6.25,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,16.2,0.8366600265340761,15.0,17.0
14,1314,-6.67,-1.0,-3.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,15.8,1.3038404810405304,14.0,17.0
12,1317,0.0,-1.0,0.0,12.0,0.0,0.0,12.0,-1.0,-4.0,14.0,-1.0,-3.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,13.0,1.4142135623730965,12.0,15.0
11,1318,-8.33,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-4.0,14.0,-1.0,-3.0,15.0,-1.0,-2.0,12.2,1.0954451150103337,11.0,14.0
10,1320,0.0,1.0,0.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-4.0,11.0,1.0000000000000016,10.0,12.0
12,1323,0.0,1.0,0.0,12.0,0.0,0.0,12.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,11.2,1.0954451150103337,10.0,12.0
13,1324,8.33,-1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,11.8,1.0954451150103337,10.0,13.0
11,1325,-15.38,1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,1.0,10.0,0.0,0.0,12.0,0.7071067811865496,11.0,13.0
13,1326,18.18,1.0,1.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,1.0,1.0,12.2,0.8366600265340773,11.0,13.0
14,1327,7.69,-1.0,2.0,13.0,1.0,1.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.6,1.1401754250991394,11.0,14.0
13,1328,-7.14,-1.0,-1.0,14.0,1.0,2.0,13.0,1.0,1.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.8,1.095445115010334,11.0,14.0
12,1330,0.0,-1.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,14.0,1.0,2.0,13.0,1.0,1.0,11.0,-1.0,-1.0,12.8,0.8366600265340778,12.0,14.0
11,1332,0.0,1.0,0.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,14.0,1.0,2.0,11.8,0.836660026534078,11.0,13.0
13,1333,18.18,-1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,11.8,0.836660026534078,11.0,13.0
11,1335,0.0,1.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,12.0,0.0,0.0,11.4,0.8944271909999182,11.0,13.0
12,1336,9.09,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,11.6,0.8944271909999182,11.0,13.0
13,1337,8.33,1.0,2.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,11.0,0.0,0.0,12.0,1.000000000000002,11.0,13.0
15,1338,15.38,-1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.4,1.6733200530681525,11.0,15.0
14,1339,-6.67,-1.0,-1.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.5811388300841909,11.0,15.0
12,1340,-14.29,1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,0.0,0.0,13.2,1.303840481040531,12.0,15.0
13,1341,8.33,-1.0,1.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,13.4,1.1401754250991398,12.0,15.0
11,1342,-15.38,-1.0,-1.0,13.0,1.0,1.0,12.0,-1.0,-2.0,14.0,-1.0,-1.0,15.0,1.0,3.0,13.0,1.0,2.0,13.0,1.5811388300841909,11.0,15.0
10,1347,0.0,1.0,0.0,10.0,0.0,0.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,-1.0,-2.0,10.8,1.303840481040531,10.0,13.0
11,1348,10.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,13.0,1.0,1.0,10.4,0.5477225575051698,10.0,11.0
12,1350,0.0,1.0,0.0,12.0,1.0,2.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,-2.0,11.0,1.0000000000000022,10.0,12.0
14,1355,0.0,1.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,14.0,0.0,14.0,14.0
16,1356,14.29,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,1.0,14.4,0.8944271909999157,14.0,16.0
17,1357,6.25,-1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,15.0,1.414213562373095,14.0,17.0
16,1400,0.0,1.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,16.2,0.4472135954999569,16.0,17.0
18,1401,12.5,-1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.0,1.0,1.0,16.6,0.8944271909999151,16.0,18.0
16,1402,-11.11,1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,1.0,2.0,16.4,0.8944271909999151,16.0,18.0
18,1403,12.5,1.0,1.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,16.8,1.0954451150103317,16.0,18.0
20,1405,0.0,-1.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,18.4,1.6733200530681502,16.0,20.0
19,1407,0.0,-1.0,0.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,-1.0,-1.0,19.2,0.8366600265340731,18.0,20.0
18,1408,-5.26,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,19.2,0.8366600265340731,18.0,20.0
16,1409,-11.11,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.4,1.5165750888103082,16.0,20.0
15,1410,-6.25,1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,0.0,0.0,17.4,1.816590212458493,15.0,19.0
17,1412,0.0,1.0,0.0,17.0,1.0,1.0,15.0,-1.0,-3.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,16.6,1.1401754250991345,15.0,18.0
19,1416,0.0,1.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,1.0,18.6,0.8944271909999125,17.0,19.0
20,1417,5.26,-1.0,1.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,1.0,1.0,17.0,0.0,0.0,19.2,0.4472135954999581,19.0,20.0
19,1419,0.0,1.0,0.0,19.0,-1.0,-1.0,20.0,1.0,1.0,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,19.2,0.4472135954999581,19.0,20.0
21,1420,10.53,1.0,1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,1.0,1.0,19.0,0.0,0.0,19.0,0.0,0.0,19.6,0.8944271909999156,19.0,21.0
22,1421,4.76,-1.0,2.0,21.0,1.0,1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,1.0,1.0,19.0,0.0,0.0,20.2,1.3038404810405295,19.0,22.0
20,1422,-9.09,-1.0,-1.0,22.0,1.0,2.0,21.0,1.0,1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,1.0,1.0,20.2,1.3038404810405295,19.0,22.0
18,1424,0.0,-1.0,0.0,18.0,-1.0,-2.0,20.0,-1.0,-1.0,22.0,1.0,2.0,21.0,1.0,1.0,19.0,0.0,0.0,19.8,1.7888543819998317,18.0,22.0
17,1426,0.0,1.0,0.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,-1.0,-2.0,20.0,-1.0,-1.0,22.0,1.0,2.0,18.0,1.224744871391589,17.0,20.0
18,1427,5.88,-1.0,1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,-1.0,-2.0,20.0,-1.0,-1.0,17.6,0.547722557505166,17.0,18.0
16,1430,0.0,1.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,1.0,1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,16.6,0.8944271909999159,16.0,18.0
17,1432,0.0,-1.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.4,0.547722557505167,16.0,17.0
15,1436,0.0,-1.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,15.4,0.8944271909999166,15.0,17.0
13,1437,-13.33,1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,17.0,0.0,0.0,14.6,0.8944271909999157,13.0,15.0
15,1438,15.38,1.0,1.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,14.6,0.8944271909999157,13.0,15.0
16,1441,0.0,-1.0,0.0,16.0,0.0,0.0,16.0,1.0,2.0,15.0,1.0,1.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.2,1.3038404810405295,13.0,16.0
14,1442,-12.5,-1.0,-1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,2.0,15.0,1.0,1.0,13.0,-1.0,-1.0,15.4,0.8944271909999161,14.0,16.0
13,1443,-7.14,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,2.0,15.0,1.0,1.0,15.0,1.4142135623730951,13.0,16.0
11,1444,-15.38,1.0,-3.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,2.0,14.0,2.1213203435596424,11.0,16.0
13,1445,18.18,1.0,1.0,11.0,-1.0,-3.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,0.0,0.0,13.4,1.816590212458495,11.0,16.0
14,1446,7.69,1.0,2.0,13.0,1.0,1.0,11.0,-1.0,-3.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,13.0,1.224744871391589,11.0,14.0
15,1447,7.14,1.0,3.0,14.0,1.0,2.0,13.0,1.0,1.0,11.0,-1.0,-3.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,13.2,1.4832396974191326,11.0,15.0
16,1448,6.67,-1.0,4.0,15.0,1.0,3.0,14.0,1.0,2.0,13.0,1.0,1.0,11.0,-1.0,-3.0,13.0,-1.0,-2.0,13.8,1.9235384061671343,11.0,16.0
15,1449,-6.25,-1.0,-1.0,16.0,1.0,4.0,15.0,1.0,3.0,14.0,1.0,2.0,13.0,1.0,1.0,11.0,-1.0,-3.0,14.6,1.1401754250991374,13.0,16.0
14,1450,-6.67,-1.0,-2.0,15.0,-1.0,-1.0,16.0,1.0,4.0,15.0,1.0,3.0,14.0,1.0,2.0,13.0,1.0,1.0,14.8,0.836660026534075,14.0,16.0
12,1453,0.0,1.0,0.0,12.0,0.0,0.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,1.0,4.0,13.0,1.414213562373095,12.0,15.0
14,1454,16.67,-1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,12.8,1.095445115010332,12.0,14.0
12,1455,-14.29,1.0,-1.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-3.0,14.0,-1.0,-2.0,12.4,0.8944271909999157,12.0,14.0
13,1457,0.0,-1.0,0.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.8,0.8366600265340755,12.0,14.0
11,1458,-15.38,-1.0,-1.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,1.0,1.0,12.0,0.0,0.0,12.6,1.1401754250991376,11.0,14.0
10,1459,-9.09,1.0,-2.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,1.0,1.0,11.8,1.3038404810405295,10.0,13.0
12,1500,20.0,-1.0,1.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,1.0,1.0,12.0,-1.0,-1.0,11.8,1.3038404810405295,10.0,13.0
11,1501,-8.33,1.0,-1.0,12.0,1.0,1.0,10.0,-1.0,-2.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.4,1.140175425099138,10.0,13.0
13,1505,0.0,1.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,-1.0,-1.0,12.0,1.0,1.0,12.6,0.8944271909999155,11.0,13.0
15,1506,15.38,-1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,-1.0,-1.0,13.4,0.8944271909999157,13.0,15.0
14,1509,0.0,-1.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,14.0,0.7071067811865472,13.0,15.0
13,1510,-7.14,1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,1.0,1.0,13.0,0.0,0.0,14.0,0.7071067811865472,13.0,15.0
14,1512,0.0,1.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,13.8,0.4472135954999575,13.0,14.0
15,1513,7.14,-1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.7071067811865472,13.0,15.0
13,1514,-13.33,-1.0,-1.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,13.8,0.8366600265340755,13.0,15.0
12,1515,-7.69,-1.0,-2.0,13.0,-1.0,-1.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,13.6,1.1401754250991376,12.0,15.0
10,1517,0.0,1.0,0.0,10.0,-1.0,-3.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,1.0,1.0,14.0,0.0,0.0,12.0,2.1213203435596424,10.0,15.0
12,1518,20.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-3.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,1.0,1.0,11.4,1.3416407864998738,10.0,13.0
14,1519,16.67,1.0,2.0,12.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-3.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,11.6,1.6733200530681511,10.0,14.0
16,1522,0.0,1.0,0.0,16.0,0.0,0.0,16.0,1.0,3.0,14.0,1.0,2.0,12.0,1.0,1.0,10.0,0.0,0.0,14.8,1.788854381999832,12.0,16.0
18,1523,12.5,-1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,3.0,14.0,1.0,2.0,12.0,1.0,1.0,16.0,1.4142135623730951,14.0,18.0
16,1524,-11.11,1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,3.0,14.0,1.0,2.0,16.4,0.8944271909999157,16.0,18.0
18,1525,12.5,1.0,1.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,3.0,16.8,1.095445115010332,16.0,18.0
19,1526,5.56,-1.0,2.0,18.0,1.0,1.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,17.4,1.3416407864998738,16.0,19.0
17,1527,-10.53,-1.0,-1.0,19.0,1.0,2.0,18.0,1.0,1.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,17.6,1.1401754250991385,16.0,19.0
15,1529,0.0,-1.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,1.0,2.0,18.0,1.0,1.0,16.0,-1.0,-1.0,16.8,1.7888543819998324,15.0,19.0
13,1530,-13.33,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,1.0,2.0,18.0,1.0,1.0,15.8,2.2803508501982765,13.0,19.0
11,1532,0.0,1.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,13.0,2.0000000000000004,11.0,15.0
12,1533,9.09,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,12.4,1.6733200530681516,11.0,15.0
13,1534,8.33,-1.0,2.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,12.0,1.0000000000000009,11.0,13.0
11,1538,0.0,-1.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,2.0,12.0,1.0,1.0,11.4,0.8944271909999169,11.0,13.0
10,1544,0.0,1.0,0.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-1.0,10.6,0.5477225575051663,10.0,11.0
11,1546,0.0,1.0,0.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,0.0,0.0,10.6,0.5477225575051663,10.0,11.0
13,1548,0.0,1.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-1.0,11.6,1.3416407864998738,10.0,13.0
15,1550,0.0,-1.0,0.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,1.0,1.0,13.4,1.6733200530681511,11.0,15.0
13,1551,-13.33,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,13.8,1.0954451150103326,13.0,15.0
12,1553,0.0,1.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,0.0,0.0,13.4,1.5165750888103104,12.0,15.0
14,1554,16.67,-1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.2,1.3038404810405302,12.0,15.0
13,1555,-7.14,-1.0,-1.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,12.8,0.8366600265340759,12.0,14.0
11,1558,0.0,-1.0,0.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,1.4142135623730951,11.0,14.0
10,1601,-9.09,1.0,-1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,14.0,1.0,1.0,11.2,1.0954451150103324,10.0,13.0
12,1602,20.0,1.0,1.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,11.0,0.7071067811865474,10.0,12.0
14,1603,16.67,-1.0,2.0,12.0,1.0,1.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-2.0,11.6,1.51657508881031,10.0,14.0
13,1604,-7.14,1.0,-1.0,14.0,1.0,2.0,12.0,1.0,1.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,0.0,0.0,12.0,1.5811388300841898,10.0,14.0
15,1606,0.0,1.0,0.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,2.0,12.0,1.0,1.0,10.0,-1.0,-1.0,13.8,1.303840481040529,12.0,15.0
17,1607,13.33,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,2.0,12.0,1.0,1.0,14.8,1.4832396974191318,13.0,17.0
18,1608,5.88,-1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,2.0,15.6,1.949358868961792,13.0,18.0
16,1610,0.0,-1.0,0.0,16.0,-1.0,-1.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0,16.4,1.140175425099137,15.0,18.0
15,1611,-6.25,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,16.4,1.140175425099137,15.0,18.0
13,1612,-13.33,1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,1.0,2.0,17.0,1.0,1.0,15.6,1.8165902124584945,13.0,18.0
14,1613,7.69,-1.0,1.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,1.0,2.0,14.8,1.3038404810405286,13.0,16.0
13,1614,-7.14,-1.0,-1.0,14.0,1.0,1.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,14.2,1.3038404810405286,13.0,16.0
12,1617,0.0,-1.0,0.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,14.0,1.0,1.0,13.0,-1.0,-2.0,12.6,0.8944271909999142,12.0,14.0
10,1619,0.0,1.0,0.0,10.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-2.0,13.0,-1.0,-1.0,11.2,1.095445115010331,10.0,12.0
11,1620,10.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-2.0,11.0,0.9999999999999986,10.0,12.0
13,1621,18.18,1.0,2.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,11.2,1.3038404810405289,10.0,13.0
14,1622,7.69,1.0,3.0,13.0,1.0,2.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-1.0,12.0,0.0,0.0,11.6,1.8165902124584945,10.0,14.0
15,1623,7.14,-1.0,4.0,14.0,1.0,3.0,13.0,1.0,2.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-1.0,12.6,2.0736441353327715,10.0,15.0
