money,time,ret1,ret2,ret5,ret_lag1,ret_lag2,ret_lag3,dist_from_max,dist_from_min,zscore_10,vol_5,vol_10,mom_3,mom_5,streak,future_price,target
17,2026-06-24 01:02:00,0.0,0.0625,0.0,0.0625,0.06666666666666665,-0.11764705882352944,0.0,2.9631887899483873,0.44447831849225916,0.07443954698495199,0.04964121804149083,0.12916666666666665,0.011519607843137214,0,17.0,0
17,2026-06-24 01:03:00,0.0,0.0,0.0,0.0,0.0625,0.06666666666666665,0.0,2.9631887899483873,0.44447831849225916,0.07443954698495199,0.04964121804149083,0.0625,0.011519607843137214,0,16.0,0
16,2026-06-24 01:04:00,-0.05882352941176472,-0.05882352941176472,0.06666666666666665,0.0,0.0,0.0625,-1.4301938838682156,1.4301938838682156,-0.8581163303209314,0.05201266832495906,0.053153829596695776,-0.05882352941176472,0.07034313725490193,-1,16.0,0
16,2026-06-24 01:05:00,0.0,-0.05882352941176472,0.0,-0.05882352941176472,0.0,0.0,-1.4142135623729264,1.4142135623729264,-0.7071067811864632,0.04290616017910341,0.053153829596695776,-0.05882352941176472,0.003676470588235281,0,14.0,0
15,2026-06-24 01:06:00,-0.0625,-0.0625,-0.11764705882352944,0.0,-0.05882352941176472,0.0,-2.429328990536531,0.0,-1.5790638438487459,0.03325123251351474,0.05612712989033943,-0.12132352941176472,-0.12132352941176472,-1,14.0,0
17,2026-06-24 01:07:00,0.1333333333333333,0.0625,0.0,-0.0625,0.0,-0.05882352941176472,0.0,2.429328990536531,0.850265146687785,0.07923917640944347,0.07248018653605097,0.0708333333333333,0.012009803921568585,1,14.0,0
16,2026-06-24 01:08:00,-0.05882352941176472,0.06666666666666665,-0.05882352941176472,0.1333333333333333,-0.0625,0.0,-1.2677313820926503,1.2677313820926503,-0.25354627641852917,0.0839138516930265,0.07503436281162142,0.012009803921568585,-0.046813725490196134,-1,14.0,0
16,2026-06-24 01:09:00,0.0,-0.05882352941176472,0.0,-0.05882352941176472,0.1333333333333333,-0.0625,-1.4815943949741879,1.4815943949741879,-0.4444783184922574,0.07923917640944347,0.06348835129821868,0.07450980392156858,0.012009803921568585,0,14.0,0
14,2026-06-24 01:10:00,-0.125,-0.125,-0.125,0.0,-0.05882352941176472,0.1333333333333333,-3.016806854192771,0.0,-2.111764797934941,0.09774440969726357,0.07221937562781021,-0.18382352941176472,-0.11299019607843142,-1,14.0,0
14,2026-06-24 01:11:00,0.0,-0.125,-0.06666666666666665,-0.125,0.0,-0.05882352941176472,-2.642490987816035,0.0,-1.5854945926896218,0.09533248844206632,0.06772283988270728,-0.125,-0.050490196078431415,0,16.0,1
14,2026-06-24 01:12:00,0.0,0.0,-0.17647058823529416,0.0,-0.125,0.0,-2.545584412271451,0.0,-1.2727922061357255,0.05551348849463788,0.06772283988270728,-0.125,-0.18382352941176472,0,16.0,1
14,2026-06-24 01:13:00,0.0,0.0,-0.125,0.0,0.0,-0.125,-2.6424909878160276,0.0,-1.0569963951264103,0.055901699437494755,0.06772283988270728,0.0,-0.125,0,15.0,1
14,2026-06-24 01:15:00,0.0,0.0,-0.125,0.0,0.0,0.0,-2.5980762113531832,0.0,-0.8660254037843944,0.055901699437494755,0.06624244774500741,0.0,-0.125,0,17.0,1
14,2026-06-24 01:16:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.6424909878160245,0.0,-0.7046642634176071,0.0,0.06624244774500741,0.0,0.0,0,15.0,1
16,2026-06-24 01:17:00,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,-0.8352690695845169,1.6705381391690337,0.9187959765429683,0.06388765649999396,0.07917490018224668,0.1428571428571428,0.1428571428571428,1,13.0,0
16,2026-06-24 01:18:00,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0,1.9364916731035833,1.1618950038621494,0.06388765649999396,0.06610223260225921,0.1428571428571428,0.1428571428571428,0,13.0,0
15,2026-06-24 01:19:00,-0.0625,-0.0625,0.0714285714285714,0.0,0.1428571428571428,0.0,-1.0540925533893784,1.0540925533893784,0.3162277660168143,0.07586659209374284,0.06644974274335154,0.0803571428571428,0.0803571428571428,-1,13.0,0
17,2026-06-24 01:20:00,0.1333333333333333,0.0625,0.2142857142857142,-0.0625,0.0,0.1428571428571428,0.0,2.6424909878160245,1.9378267243984173,0.09077371194374144,0.07953377408818539,0.0708333333333333,0.2136904761904761,1,15.0,0
15,2026-06-24 01:21:00,-0.11764705882352944,0.0,0.0714285714285714,0.1333333333333333,-0.0625,0.0,-1.817347598446045,0.9086737992230225,0.09086737992230193,0.11628430019676621,0.07818111997929961,-0.046813725490196134,0.09604341736694666,-1,17.0,1
13,2026-06-24 01:22:00,-0.1333333333333333,-0.23529411764705888,-0.1875,-0.11764705882352944,0.1333333333333333,-0.0625,-3.2539568672796944,0.0,-1.464280590275863,0.10818045507949772,0.09041370685626197,-0.11764705882352944,-0.18014705882352944,-2,17.0,1
13,2026-06-24 01:25:00,0.0,-0.1333333333333333,-0.1875,-0.1333333333333333,-0.11764705882352944,0.1333333333333333,-2.990668717675246,0.0,-1.271034205011979,0.10818045507949772,0.09041370685626197,-0.25098039215686274,-0.18014705882352944,0,16.0,1
13,2026-06-24 01:26:00,0.0,0.0,-0.1333333333333333,0.0,-0.1333333333333333,-0.11764705882352944,-2.797514424720847,0.0,-1.1190057698883384,0.10796784233675452,0.09041370685626197,-0.1333333333333333,-0.11764705882352944,0,14.0,1
15,2026-06-24 01:27:00,0.15384615384615374,0.15384615384615374,-0.11764705882352944,0.0,0.0,-0.1333333333333333,-1.410301484166757,1.410301484166757,0.21154522262501402,0.11554245456802754,0.10329079913045638,0.15384615384615374,-0.097134238310709,1,15.0,0
17,2026-06-24 01:28:00,0.1333333333333333,0.3076923076923077,0.1333333333333333,0.15384615384615374,0.0,0.0,0.0,2.558408596267253,1.2792042981336265,0.11671596591529268,0.11000643229759802,0.28717948717948705,0.15384615384615374,2,16.0,0
17,2026-06-24 01:36:00,0.0,0.1333333333333333,0.3076923076923077,0.1333333333333333,0.15384615384615374,0.0,0.0,2.4048144481685467,1.14228686288006,0.07898101870021926,0.10198227447532103,0.28717948717948705,0.28717948717948705,0,17.0,0
16,2026-06-24 01:37:00,-0.05882352941176472,-0.05882352941176472,0.23076923076923084,0.0,0.1333333333333333,0.15384615384615374,-0.6012036120421367,1.8036108361264103,0.5410832508379233,0.09284036804360235,0.10433751357713547,0.07450980392156858,0.22835595776772233,-1,17.0,1
14,2026-06-24 01:38:00,-0.125,-0.17647058823529416,0.07692307692307687,-0.05882352941176472,0.0,0.1333333333333333,-1.765045216243614,0.588348405414538,-0.588348405414538,0.12082542534817774,0.11050771058665383,-0.18382352941176472,0.10335595776772233,-2,17.0,1
15,2026-06-24 01:39:00,0.0714285714285714,-0.0625,0.0,-0.125,-0.05882352941176472,0.0,-1.2909944487357683,1.2909944487357683,0.12909944487357639,0.10231977215340685,0.10364023914708766,-0.11239495798319332,0.02093837535013998,1,17.0,1
16,2026-06-24 01:40:00,0.06666666666666665,0.1428571428571428,-0.05882352941176472,0.0714285714285714,-0.125,-0.05882352941176472,-0.6269075692928423,1.880722707878527,0.6895983262221264,0.08398434012939834,0.09814215328471258,0.013095238095238049,-0.04572829131652667,2,17.0,1
17,2026-06-24 01:42:00,0.0625,0.1333333333333333,0.0,0.06666666666666665,0.0714285714285714,-0.125,0.0,2.5526137788690306,1.0848608560193376,0.0901133797374106,0.08481727206020113,0.20059523809523805,0.01677170868347333,3,16.0,0
17,2026-06-24 01:43:00,0.0,0.0625,0.0625,0.0625,0.06666666666666665,0.0714285714285714,0.0,2.820602968333513,0.9166959647083922,0.08356854560215198,0.08481727206020113,0.12916666666666665,0.07559523809523805,0,17.0,0
17,2026-06-24 01:44:00,0.0,0.0,0.2142857142857142,0.0,0.0625,0.06666666666666665,0.0,2.726021397669062,0.8178064193007173,0.036759506768569095,0.08481727206020113,0.0625,0.20059523809523805,0,17.0,0
17,2026-06-24 01:45:00,0.0,0.0,0.1333333333333333,0.0,0.0,0.0625,0.0,2.831925489873807,0.6607826143038876,0.03540440964374662,0.07307725614194491,0.0,0.12916666666666665,0,15.0,0
17,2026-06-24 01:51:00,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,2.831925489873807,0.6607826143038876,0.02795084971874732,0.06010159348230614,0.0,0.0625,0,14.0,0
16,2026-06-24 01:52:00,-0.05882352941176472,-0.05882352941176472,-0.05882352941176472,0.0,0.0,0.0,-0.9682458365517894,1.9364916731035788,-0.1936491673103572,0.026306682088232825,0.06308839911234614,-0.05882352941176472,-0.05882352941176472,-1,13.0,0
17,2026-06-24 01:54:00,0.0625,0.0,0.0,-0.05882352941176472,0.0,0.0,0.0,2.831925489873807,0.6607826143038876,0.04290616017910341,0.06308353588119665,0.003676470588235281,0.003676470588235281,1,14.0,0
17,2026-06-24 01:55:00,0.0,0.0625,0.0,0.0625,-0.05882352941176472,0.0,0.0,2.860387767736362,0.5720775535472704,0.04290616017910341,0.04300710506723949,0.003676470588235281,0.003676470588235281,0,13.0,0
15,2026-06-24 01:56:00,-0.11764705882352944,-0.11764705882352944,-0.11764705882352944,0.0,0.0625,-0.05882352941176472,-2.860387767736362,0.0,-2.288310214189092,0.06820819061106949,0.05728572677257496,-0.05514705882352944,-0.11397058823529416,-1,13.0,0
14,2026-06-24 01:57:00,-0.06666666666666665,-0.17647058823529416,-0.17647058823529416,-0.11764705882352944,0.0,0.0625,-2.790781528257018,0.0,-2.232625222605613,0.06914797346095003,0.055938797316701566,-0.1843137254901961,-0.1806372549019608,-2,13.0,0
13,2026-06-24 02:00:00,-0.0714285714285714,-0.1333333333333333,-0.1875,-0.06666666666666665,-0.11764705882352944,0.0,-2.6832815729996597,0.0,-2.012461179749745,0.07040072557671147,0.05206839011518662,-0.2557422969187675,-0.1932422969187675,-3,15.0,1
14,2026-06-24 02:01:00,0.07692307692307687,0.0,-0.17647058823529416,-0.0714285714285714,-0.06666666666666665,-0.11764705882352944,-1.9144603341517692,0.6381534447172563,-1.0848608560193354,0.07567894817242461,0.061104132265582416,-0.06117216117216118,-0.17881921999569061,1,15.0,1
13,2026-06-24 02:02:00,-0.0714285714285714,0.0,-0.23529411764705888,0.07692307692307687,-0.0714285714285714,-0.06666666666666665,-2.3488808780587536,0.0,-1.3506065048837836,0.07396236351634171,0.06297550871111424,-0.06593406593406592,-0.250247791424262,-1,15.0,1
13,2026-06-24 02:03:00,0.0,-0.0714285714285714,-0.1333333333333333,-0.0714285714285714,0.07692307692307687,-0.0714285714285714,-2.313689661839038,0.0,-1.0990025893735431,0.06528609151871649,0.06297550871111424,0.005494505494505475,-0.13260073260073257,0,15.0,1
