money,time,percentage_change,direction,streak,money_lag1,direction_lag1,streak_lag1,money_lag2,direction_lag2,streak_lag2,money_lag3,direction_lag3,streak_lag3,money_lag4,direction_lag4,streak_lag4,money_lag5,direction_lag5,streak_lag5
15,2026-06-18 01:27:37,-6.25,-1,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,4.0,16.0,1.0,3.0
15,2026-06-18 01:28:37,0.0,0,0.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,4.0
15,2026-06-18 01:29:37,0.0,0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0
15,2026-06-18 01:30:37,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,-1.0,-1.0
14,2026-06-18 01:31:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,0.0,0.0
16,2026-06-18 01:32:37,14.29,1,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,-1.0,-1.0
16,2026-06-18 01:33:37,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
16,2026-06-18 01:34:37,0.0,0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0
17,2026-06-18 01:35:37,6.25,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,15.0,0.0,0.0
17,2026-06-18 01:36:37,0.0,0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0
16,2026-06-18 01:37:37,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,1.0,1.0
16,2026-06-18 01:38:37,0.0,0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0
16,2026-06-18 01:39:37,0.0,0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0
16,2026-06-18 01:40:37,0.0,0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,1.0
18,2026-06-18 01:41:37,12.5,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0
18,2026-06-18 01:42:37,0.0,0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0
16,2026-06-18 01:43:37,-11.11,-1,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0
16,2026-06-18 01:44:37,0.0,0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0
16,2026-06-18 01:45:37,0.0,0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0
18,2026-06-18 01:46:37,12.5,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0
20,2026-06-18 01:47:37,11.11,1,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,18.0,0.0,0.0
20,2026-06-18 01:48:37,0.0,0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0
22,2026-06-18 01:49:37,10.0,1,1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0
21,2026-06-18 01:50:37,-4.55,-1,-1.0,22.0,1.0,1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0,16.0,0.0,0.0
20,2026-06-18 01:51:37,-4.76,-1,-2.0,21.0,-1.0,-1.0,22.0,1.0,1.0,20.0,0.0,0.0,20.0,1.0,2.0,18.0,1.0,1.0
20,2026-06-18 01:52:37,0.0,0,0.0,20.0,-1.0,-2.0,21.0,-1.0,-1.0,22.0,1.0,1.0,20.0,0.0,0.0,20.0,1.0,2.0
19,2026-06-18 01:53:37,-5.0,-1,-1.0,20.0,0.0,0.0,20.0,-1.0,-2.0,21.0,-1.0,-1.0,22.0,1.0,1.0,20.0,0.0,0.0
18,2026-06-18 01:54:37,-5.26,-1,-2.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,-1.0,-2.0,21.0,-1.0,-1.0,22.0,1.0,1.0
16,2026-06-18 01:55:37,-11.11,-1,-3.0,18.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,-1.0,-2.0,21.0,-1.0,-1.0
14,2026-06-18 01:56:37,-12.5,-1,-4.0,16.0,-1.0,-3.0,18.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,-1.0,-2.0
16,2026-06-18 01:57:37,14.29,1,1.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,18.0,-1.0,-2.0,19.0,-1.0,-1.0,20.0,0.0,0.0
16,2026-06-18 01:58:37,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,18.0,-1.0,-2.0,19.0,-1.0,-1.0
15,2026-06-18 01:59:37,-6.25,-1,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0,18.0,-1.0,-2.0
14,2026-06-18 02:00:37,-6.67,-1,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-4.0,16.0,-1.0,-3.0
13,2026-06-18 02:01:37,-7.14,-1,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-4.0
13,2026-06-18 02:02:37,0.0,0,0.0,13.0,-1.0,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0
13,2026-06-18 02:03:37,0.0,0,0.0,13.0,0.0,0.0,13.0,-1.0,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,16.0,0.0,0.0
13,2026-06-18 02:04:37,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-3.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0
13,2026-06-18 02:05:37,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-3.0,14.0,-1.0,-2.0
13,2026-06-18 02:06:37,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-3.0
12,2026-06-18 02:07:37,-7.69,-1,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
12,2026-06-18 02:08:37,0.0,0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
12,2026-06-18 02:09:37,0.0,0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
12,2026-06-18 02:10:37,0.0,0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0
11,2026-06-18 02:11:37,-8.33,-1,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,0.0,0.0
12,2026-06-18 02:12:37,9.09,1,1.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0
14,2026-06-18 02:13:37,16.67,1,2.0,12.0,1.0,1.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0
14,2026-06-18 02:14:37,0.0,0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-1.0,12.0,0.0,0.0,12.0,0.0,0.0
12,2026-06-18 02:15:37,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-1.0,12.0,0.0,0.0
13,2026-06-18 02:16:37,8.33,1,1.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-1.0
14,2026-06-18 02:17:37,7.69,1,2.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0
14,2026-06-18 02:18:37,0.0,0,0.0,14.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,1.0,2.0
14,2026-06-18 02:19:37,0.0,0,0.0,14.0,0.0,0.0,14.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-1.0,14.0,0.0,0.0
12,2026-06-18 02:20:37,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,2.0,13.0,1.0,1.0,12.0,-1.0,-1.0
11,2026-06-18 02:21:37,-8.33,-1,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,2.0,13.0,1.0,1.0
12,2026-06-18 02:22:37,9.09,1,1.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,2.0
13,2026-06-18 02:23:37,8.33,1,2.0,12.0,1.0,1.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0
15,2026-06-18 02:24:37,15.38,1,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,14.0,0.0,0.0
15,2026-06-18 02:25:37,0.0,0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0
15,2026-06-18 02:26:37,0.0,0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0,11.0,-1.0,-2.0
15,2026-06-18 02:27:37,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0,12.0,1.0,1.0
14,2026-06-18 02:28:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0,13.0,1.0,2.0
14,2026-06-18 02:29:37,0.0,0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,3.0
14,2026-06-18 02:30:37,0.0,0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0
14,2026-06-18 02:31:37,0.0,0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,0.0,0.0
12,2026-06-18 02:32:37,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0
12,2026-06-18 02:33:37,0.0,0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-1.0
13,2026-06-18 02:34:37,8.33,1,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0
11,2026-06-18 02:35:37,-15.38,-1,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0
11,2026-06-18 02:36:37,0.0,0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0
13,2026-06-18 02:37:37,18.18,1,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0
13,2026-06-18 02:38:37,0.0,0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0
13,2026-06-18 02:39:37,0.0,0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0
14,2026-06-18 02:40:37,7.69,1,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0
14,2026-06-18 02:41:37,0.0,0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0
16,2026-06-18 02:42:37,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0
17,2026-06-18 02:43:37,6.25,1,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,0.0,0.0
17,2026-06-18 02:44:37,0.0,0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,0.0,0.0
16,2026-06-18 02:45:37,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
14,2026-06-18 02:46:37,-12.5,-1,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0
14,2026-06-18 02:47:37,0.0,0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0
12,2026-06-18 02:48:37,-14.29,-1,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0
12,2026-06-18 02:49:37,0.0,0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,17.0,0.0,0.0
14,2026-06-18 02:50:37,16.67,1,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0
14,2026-06-18 02:51:37,0.0,0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0
15,2026-06-18 02:52:37,7.14,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0,14.0,0.0,0.0
17,2026-06-18 02:53:37,13.33,1,2.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,-1.0,-1.0
17,2026-06-18 02:54:37,0.0,0,0.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0
16,2026-06-18 02:55:37,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
16,2026-06-18 02:56:37,0.0,0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,0.0,0.0
17,2026-06-18 02:57:37,6.25,1,1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,15.0,1.0,1.0
15,2026-06-18 02:58:37,-11.76,-1,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0
14,2026-06-18 02:59:37,-6.67,-1,-2.0,15.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0
16,2026-06-18 03:00:37,14.29,1,1.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,-1.0,-1.0
16,2026-06-18 03:01:37,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,1.0,16.0,0.0,0.0
18,2026-06-18 03:02:37,12.5,1,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,1.0
18,2026-06-18 03:03:37,0.0,0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0
17,2026-06-18 03:04:37,-5.56,-1,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-2.0
16,2026-06-18 03:05:37,-5.88,-1,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0
14,2026-06-18 03:06:37,-12.5,-1,-3.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0,16.0,0.0,0.0
14,2026-06-18 03:07:37,0.0,0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,1.0,1.0
14,2026-06-18 03:08:37,0.0,0,0.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0
13,2026-06-18 03:09:37,-7.14,-1,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0
13,2026-06-18 03:10:37,0.0,0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-3.0,16.0,-1.0,-2.0
12,2026-06-18 03:11:37,-7.69,-1,-1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,-3.0
11,2026-06-18 03:12:37,-8.33,-1,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0
11,2026-06-18 03:13:37,0.0,0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,14.0,0.0,0.0
13,2026-06-18 03:14:37,18.18,1,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,-1.0,-1.0
13,2026-06-18 03:15:37,0.0,0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0
14,2026-06-18 03:16:37,7.69,1,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0
13,2026-06-18 03:17:37,-7.14,-1,-1.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0
14,2026-06-18 03:18:37,7.69,1,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0
14,2026-06-18 03:19:37,0.0,0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,1.0,1.0
16,2026-06-18 03:20:37,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0,13.0,0.0,0.0
16,2026-06-18 03:21:37,0.0,0,0.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0,14.0,1.0,1.0
17,2026-06-18 03:22:37,6.25,1,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-1.0
19,2026-06-18 03:23:37,11.76,1,2.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
19,2026-06-18 03:24:37,0.0,0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,0.0,0.0
17,2026-06-18 03:25:37,-10.53,-1,-1.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,1.0,1.0
15,2026-06-18 03:26:37,-11.76,-1,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0,16.0,0.0,0.0
15,2026-06-18 03:27:37,0.0,0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,2.0,17.0,1.0,1.0
14,2026-06-18 03:28:37,-6.67,-1,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,2.0
14,2026-06-18 03:29:37,0.0,0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0
16,2026-06-18 03:30:37,14.29,1,1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0
14,2026-06-18 03:31:37,-12.5,-1,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-2.0
16,2026-06-18 03:32:37,14.29,1,1.0,14.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,0.0,0.0
16,2026-06-18 03:33:37,0.0,0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,-1.0,-1.0
14,2026-06-18 03:34:37,-12.5,-1,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,16.0,1.0,1.0,14.0,0.0,0.0
13,2026-06-18 03:35:37,-7.14,-1,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0,16.0,1.0,1.0
13,2026-06-18 03:36:37,0.0,0,0.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,14.0,-1.0,-1.0
13,2026-06-18 03:37:37,0.0,0,0.0,13.0,0.0,0.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0
11,2026-06-18 03:38:37,-15.38,-1,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0,16.0,0.0,0.0
13,2026-06-18 03:39:37,18.18,1,1.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-2.0,14.0,-1.0,-1.0
13,2026-06-18 03:40:37,0.0,0,0.0,13.0,1.0,1.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,-2.0
13,2026-06-18 03:41:37,0.0,0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0
13,2026-06-18 03:42:37,0.0,0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,-1.0,-1.0,13.0,0.0,0.0
12,2026-06-18 03:43:37,-7.69,-1,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,-1.0,-1.0
11,2026-06-18 03:44:37,-8.33,-1,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,1.0
11,2026-06-18 03:45:37,0.0,0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0
12,2026-06-18 03:46:37,9.09,1,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0,13.0,0.0,0.0
12,2026-06-18 03:47:37,0.0,0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,0.0,0.0
13,2026-06-18 03:48:37,8.33,1,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,12.0,-1.0,-1.0
12,2026-06-18 03:49:37,-7.69,-1,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-2.0
10,2026-06-18 03:50:37,-16.67,-1,-2.0,12.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0
10,2026-06-18 03:52:37,0.0,0,0.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0
11,2026-06-18 03:53:37,10.0,1,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0
11,2026-06-18 03:54:37,0.0,0,0.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0,13.0,1.0,1.0
10,2026-06-18 03:56:37,-9.09,-1,-1.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0,12.0,-1.0,-1.0
11,2026-06-18 03:57:37,10.0,1,1.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,-1.0,-2.0
11,2026-06-18 03:58:37,0.0,0,0.0,11.0,1.0,1.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,0.0,0.0
11,2026-06-18 03:59:37,0.0,0,0.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,1.0,1.0
11,2026-06-18 04:00:37,0.0,0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,-1.0,-1.0,11.0,0.0,0.0
11,2026-06-18 04:01:37,0.0,0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,1.0,10.0,-1.0,-1.0
13,2026-06-18 04:02:37,18.18,1,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,1.0,1.0
13,2026-06-18 04:03:37,0.0,0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0
15,2026-06-18 04:04:37,15.38,1,1.0,13.0,0.0,0.0,13.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0
