money,time,percentage_change,direction,streak,money_lag1,direction_lag1,streak_lag1,money_lag2,direction_lag2,streak_lag2,money_lag3,direction_lag3,streak_lag3,money_lag4,direction_lag4,streak_lag4,money_lag5,direction_lag5,streak_lag5
13,2026-06-18 06:40:33,0.0,0,0.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0
14,2026-06-18 06:41:33,7.69,1,1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-1.0
15,2026-06-18 06:42:33,7.14,1,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,1.0,1.0
15,2026-06-18 06:43:33,0.0,0,0.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,-1.0,-1.0,15.0,0.0,0.0
17,2026-06-18 06:44:33,13.33,1,1.0,15.0,0.0,0.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0,13.0,-1.0,-1.0
17,2026-06-18 06:45:33,0.0,0,0.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,2.0,14.0,1.0,1.0,13.0,0.0,0.0
19,2026-06-18 06:46:33,11.76,1,1.0,17.0,0.0,0.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,2.0,14.0,1.0,1.0
18,2026-06-18 06:47:33,-5.26,-1,-1.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,2.0
18,2026-06-18 06:48:33,0.0,0,0.0,18.0,-1.0,-1.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,1.0,15.0,0.0,0.0
18,2026-06-18 06:49:33,0.0,0,0.0,18.0,0.0,0.0,18.0,-1.0,-1.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,1.0
18,2026-06-18 06:50:33,0.0,0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,-1.0,-1.0,19.0,1.0,1.0,17.0,0.0,0.0
17,2026-06-18 06:51:33,-5.56,-1,-1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,-1.0,-1.0,19.0,1.0,1.0
17,2026-06-18 06:52:33,0.0,0,0.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,-1.0,-1.0
16,2026-06-18 06:53:33,-5.88,-1,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0
16,2026-06-18 06:54:33,0.0,0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,0.0,0.0
16,2026-06-18 06:55:33,0.0,0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,18.0,0.0,0.0
18,2026-06-18 06:56:33,12.5,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0
16,2026-06-18 06:57:33,-11.11,-1,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0,17.0,0.0,0.0
15,2026-06-18 06:58:33,-6.25,-1,-2.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-1.0
15,2026-06-18 06:59:33,0.0,0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0
16,2026-06-18 07:00:33,6.67,1,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,1.0,16.0,0.0,0.0
15,2026-06-18 07:01:33,-6.25,-1,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,1.0
17,2026-06-18 07:02:33,13.33,1,1.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0,16.0,-1.0,-1.0
18,2026-06-18 07:03:33,5.88,1,2.0,17.0,1.0,1.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-2.0
17,2026-06-18 07:04:33,-5.56,-1,-1.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0
16,2026-06-18 07:05:33,-5.88,-1,-2.0,17.0,-1.0,-1.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,-1.0,-1.0,16.0,1.0,1.0
17,2026-06-18 07:06:33,6.25,1,1.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,-1.0,-1.0
17,2026-06-18 07:07:33,0.0,0,0.0,17.0,1.0,1.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,1.0,2.0,17.0,1.0,1.0
19,2026-06-18 07:08:33,11.76,1,1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,1.0,2.0
19,2026-06-18 07:09:33,0.0,0,0.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0
18,2026-06-18 07:10:33,-5.26,-1,-1.0,19.0,0.0,0.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,-1.0,-2.0
16,2026-06-18 07:11:33,-11.11,-1,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,1.0,17.0,0.0,0.0,17.0,1.0,1.0
18,2026-06-18 07:12:33,12.5,1,1.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,1.0,17.0,0.0,0.0
17,2026-06-18 07:13:33,-5.56,-1,-1.0,18.0,1.0,1.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,1.0
18,2026-06-18 07:14:33,5.88,1,1.0,17.0,-1.0,-1.0,18.0,1.0,1.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0,19.0,0.0,0.0
20,2026-06-18 07:15:33,11.11,1,2.0,18.0,1.0,1.0,17.0,-1.0,-1.0,18.0,1.0,1.0,16.0,-1.0,-2.0,18.0,-1.0,-1.0
18,2026-06-18 07:16:33,-10.0,-1,-1.0,20.0,1.0,2.0,18.0,1.0,1.0,17.0,-1.0,-1.0,18.0,1.0,1.0,16.0,-1.0,-2.0
17,2026-06-18 07:17:33,-5.56,-1,-2.0,18.0,-1.0,-1.0,20.0,1.0,2.0,18.0,1.0,1.0,17.0,-1.0,-1.0,18.0,1.0,1.0
17,2026-06-18 07:18:33,0.0,0,0.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,2.0,18.0,1.0,1.0,17.0,-1.0,-1.0
17,2026-06-18 07:19:33,0.0,0,0.0,17.0,0.0,0.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,2.0,18.0,1.0,1.0
15,2026-06-18 07:20:33,-11.76,-1,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0,20.0,1.0,2.0
13,2026-06-18 07:21:33,-13.33,-1,-2.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,-1.0,-2.0,18.0,-1.0,-1.0
11,2026-06-18 07:22:33,-15.38,-1,-3.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,-1.0,-2.0
13,2026-06-18 07:23:33,18.18,1,1.0,11.0,-1.0,-3.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0
11,2026-06-18 07:24:33,-15.38,-1,-1.0,13.0,1.0,1.0,11.0,-1.0,-3.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,0.0,0.0
11,2026-06-18 07:25:33,0.0,0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,11.0,-1.0,-3.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0
11,2026-06-18 07:29:33,0.0,0,0.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,11.0,-1.0,-3.0,13.0,-1.0,-2.0
11,2026-06-18 07:30:33,0.0,0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0,11.0,-1.0,-3.0
12,2026-06-18 07:31:33,9.09,1,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-1.0,13.0,1.0,1.0
12,2026-06-18 07:32:33,0.0,0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,-1.0
13,2026-06-18 07:33:33,8.33,1,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0
12,2026-06-18 07:34:33,-7.69,-1,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,0.0
12,2026-06-18 07:35:33,0.0,0,0.0,12.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0
12,2026-06-18 07:36:33,0.0,0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0
12,2026-06-18 07:37:33,0.0,0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,1.0,1.0,12.0,0.0,0.0
14,2026-06-18 07:38:33,16.67,1,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0,13.0,1.0,1.0
14,2026-06-18 07:39:33,0.0,0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,-1.0,-1.0
14,2026-06-18 07:40:33,0.0,0,0.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0
14,2026-06-18 07:41:33,0.0,0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,0.0,0.0
13,2026-06-18 07:42:33,-7.14,-1,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0
15,2026-06-18 07:43:33,15.38,1,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,1.0,1.0
15,2026-06-18 07:44:33,0.0,0,0.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0
17,2026-06-18 07:45:33,13.33,1,1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,0.0,0.0
18,2026-06-18 07:46:33,5.88,1,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0
18,2026-06-18 07:47:33,0.0,0,0.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0,13.0,-1.0,-1.0
18,2026-06-18 07:48:33,0.0,0,0.0,18.0,0.0,0.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0,15.0,1.0,1.0
20,2026-06-18 07:49:33,11.11,1,1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,0.0,0.0
20,2026-06-18 07:50:33,0.0,0,0.0,20.0,1.0,1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,2.0,17.0,1.0,1.0
20,2026-06-18 07:51:33,0.0,0,0.0,20.0,0.0,0.0,20.0,1.0,1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,2.0
20,2026-06-18 07:52:33,0.0,0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,1.0,1.0,18.0,0.0,0.0,18.0,0.0,0.0
19,2026-06-18 07:53:33,-5.0,-1,-1.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,1.0,1.0,18.0,0.0,0.0
19,2026-06-18 07:54:33,0.0,0,0.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,1.0,1.0
17,2026-06-18 07:55:33,-10.53,-1,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0
17,2026-06-18 07:56:33,0.0,0,0.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,0.0,0.0,20.0,0.0,0.0
15,2026-06-18 07:57:33,-11.76,-1,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0,20.0,0.0,0.0
13,2026-06-18 07:58:33,-13.33,-1,-2.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,-1.0,-1.0
14,2026-06-18 07:59:33,7.69,1,1.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0,19.0,0.0,0.0
14,2026-06-18 08:00:33,0.0,0,0.0,14.0,1.0,1.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,-1.0,-1.0
16,2026-06-18 08:01:33,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,0.0,0.0
18,2026-06-18 08:02:33,12.5,1,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-2.0,15.0,-1.0,-1.0
19,2026-06-18 08:03:33,5.56,1,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,13.0,-1.0,-2.0
19,2026-06-18 08:04:33,0.0,0,0.0,19.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
17,2026-06-18 08:05:33,-10.53,-1,-1.0,19.0,0.0,0.0,19.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0
15,2026-06-18 08:06:33,-11.76,-1,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,3.0,18.0,1.0,2.0,16.0,1.0,1.0
17,2026-06-18 08:07:33,13.33,1,1.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,3.0,18.0,1.0,2.0
18,2026-06-18 08:08:33,5.88,1,2.0,17.0,1.0,1.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0,19.0,1.0,3.0
18,2026-06-18 08:09:33,0.0,0,0.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0,19.0,0.0,0.0
18,2026-06-18 08:10:33,0.0,0,0.0,18.0,0.0,0.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,-1.0,-2.0,17.0,-1.0,-1.0
18,2026-06-18 08:11:33,0.0,0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,2.0,17.0,1.0,1.0,15.0,-1.0,-2.0
17,2026-06-18 08:12:33,-5.56,-1,-1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,2.0,17.0,1.0,1.0
16,2026-06-18 08:13:33,-5.88,-1,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,2.0
16,2026-06-18 08:14:33,0.0,0,0.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0
16,2026-06-18 08:15:33,0.0,0,0.0,16.0,0.0,0.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0,18.0,0.0,0.0
16,2026-06-18 08:16:33,0.0,0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0,18.0,0.0,0.0
16,2026-06-18 08:17:33,0.0,0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-2.0,17.0,-1.0,-1.0
17,2026-06-18 08:18:33,6.25,1,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,-1.0,-2.0
17,2026-06-18 08:19:33,0.0,0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0
17,2026-06-18 08:20:33,0.0,0,0.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0
15,2026-06-18 08:21:33,-11.76,-1,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0,16.0,0.0,0.0
16,2026-06-18 08:22:33,6.67,1,1.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,1.0,16.0,0.0,0.0
15,2026-06-18 08:23:33,-6.25,-1,-1.0,16.0,1.0,1.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,1.0,1.0
15,2026-06-18 08:24:33,0.0,0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,0.0,0.0
16,2026-06-18 08:25:33,6.67,1,1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,-1.0,-1.0,17.0,0.0,0.0
15,2026-06-18 08:26:33,-6.25,-1,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,-1.0,-1.0
15,2026-06-18 08:27:33,0.0,0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0
16,2026-06-18 08:28:33,6.67,1,1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-1.0
16,2026-06-18 08:29:33,0.0,0,0.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0,15.0,0.0,0.0
14,2026-06-18 08:30:33,-12.5,-1,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,16.0,1.0,1.0
15,2026-06-18 08:31:33,7.14,1,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,0.0,0.0,15.0,-1.0,-1.0
17,2026-06-18 08:32:33,13.33,1,2.0,15.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0,15.0,0.0,0.0
15,2026-06-18 08:33:33,-11.76,-1,-1.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0,16.0,1.0,1.0
14,2026-06-18 08:34:33,-6.67,-1,-2.0,15.0,-1.0,-1.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,-1.0,-1.0,16.0,0.0,0.0
14,2026-06-18 08:35:33,0.0,0,0.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,2.0,15.0,1.0,1.0,14.0,-1.0,-1.0
13,2026-06-18 08:36:33,-7.14,-1,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,2.0,15.0,1.0,1.0
15,2026-06-18 08:37:33,15.38,1,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0,17.0,1.0,2.0
14,2026-06-18 08:38:33,-6.67,-1,-1.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0,15.0,-1.0,-1.0
14,2026-06-18 08:39:33,0.0,0,0.0,14.0,-1.0,-1.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-2.0
13,2026-06-18 08:40:33,-7.14,-1,-1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,1.0,1.0,13.0,-1.0,-1.0,14.0,0.0,0.0
11,2026-06-18 08:41:33,-15.38,-1,-2.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,1.0,1.0,13.0,-1.0,-1.0
11,2026-06-18 08:42:33,0.0,0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-1.0,15.0,1.0,1.0
10,2026-06-18 08:45:33,-9.09,-1,-1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,14.0,0.0,0.0,14.0,-1.0,-1.0
10,2026-06-18 08:47:33,0.0,0,0.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,14.0,0.0,0.0
10,2026-06-18 08:48:33,0.0,0,0.0,10.0,0.0,0.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0
11,2026-06-18 08:49:33,10.0,1,1.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,-1.0,11.0,0.0,0.0,11.0,-1.0,-2.0
10,2026-06-18 08:50:33,-9.09,-1,-1.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,-1.0,11.0,0.0,0.0
10,2026-06-18 08:51:33,0.0,0,0.0,10.0,-1.0,-1.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,-1.0
10,2026-06-18 08:52:33,0.0,0,0.0,10.0,0.0,0.0,10.0,-1.0,-1.0,11.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0
10,2026-06-18 08:53:33,0.0,0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,-1.0,11.0,1.0,1.0,10.0,0.0,0.0
10,2026-06-18 08:54:33,0.0,0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,-1.0,11.0,1.0,1.0
10,2026-06-18 08:55:33,0.0,0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,-1.0
10,2026-06-18 08:56:33,0.0,0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
12,2026-06-18 08:57:33,20.0,1,1.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
14,2026-06-18 08:58:33,16.67,1,2.0,12.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
14,2026-06-18 08:59:33,0.0,0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
16,2026-06-18 09:00:33,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,10.0,0.0,0.0,10.0,0.0,0.0
17,2026-06-18 09:01:33,6.25,1,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0,10.0,0.0,0.0
17,2026-06-18 09:02:33,0.0,0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,2.0,12.0,1.0,1.0
15,2026-06-18 09:03:33,-11.76,-1,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,2.0
15,2026-06-18 09:04:33,0.0,0,0.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0
13,2026-06-18 09:05:33,-13.33,-1,-1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0,16.0,1.0,1.0
11,2026-06-18 09:06:33,-15.38,-1,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,17.0,0.0,0.0,17.0,1.0,2.0
12,2026-06-18 09:07:33,9.09,1,1.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-1.0,17.0,0.0,0.0
11,2026-06-18 09:08:33,-8.33,-1,-1.0,12.0,1.0,1.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0,15.0,-1.0,-1.0
11,2026-06-18 09:10:33,0.0,0,0.0,11.0,-1.0,-1.0,12.0,1.0,1.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0,15.0,0.0,0.0
12,2026-06-18 09:11:33,9.09,1,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,12.0,1.0,1.0,11.0,-1.0,-2.0,13.0,-1.0,-1.0
12,2026-06-18 09:12:33,0.0,0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,12.0,1.0,1.0,11.0,-1.0,-2.0
14,2026-06-18 09:13:33,16.67,1,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0,12.0,1.0,1.0
14,2026-06-18 09:14:33,0.0,0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0,11.0,-1.0,-1.0
16,2026-06-18 09:15:33,14.29,1,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,0.0
18,2026-06-18 09:16:33,12.5,1,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0,12.0,1.0,1.0
16,2026-06-18 09:17:33,-11.11,-1,-1.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0,12.0,0.0,0.0
14,2026-06-18 09:18:33,-12.5,-1,-2.0,16.0,-1.0,-1.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0,14.0,1.0,1.0
15,2026-06-18 09:19:33,7.14,1,1.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,2.0,16.0,1.0,1.0,14.0,0.0,0.0
15,2026-06-18 09:20:33,0.0,0,0.0,15.0,1.0,1.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,2.0,16.0,1.0,1.0
15,2026-06-18 09:21:33,0.0,0,0.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0,18.0,1.0,2.0
15,2026-06-18 09:22:33,0.0,0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,1.0,1.0,14.0,-1.0,-2.0,16.0,-1.0,-1.0
