money,time,percentage_change,direction,streak,money_lag1,streak_lag1,money_lag2,streak_lag2,money_lag3,streak_lag3,money_lag4,streak_lag4,money_lag5,streak_lag5,rolling_mean_5,rolling_std_5,rolling_min_5,rolling_max_5
13,2026-06-18 17:22:33,-7.14,1.0,-1.0,14.0,0.0,14.0,1.0,12.0,0.0,12.0,1.0,11.0,0.0,13.0,1.0000000000000002,12.0,14.0
14,2026-06-18 17:23:33,7.69,1.0,1.0,13.0,-1.0,14.0,0.0,14.0,1.0,12.0,0.0,12.0,1.0,13.4,0.8944271909999161,12.0,14.0
15,2026-06-18 17:25:33,0.0,1.0,0.0,15.0,2.0,14.0,1.0,13.0,-1.0,14.0,0.0,14.0,1.0,14.2,0.8366600265340758,13.0,15.0
16,2026-06-18 17:26:33,6.67,-1.0,1.0,15.0,0.0,15.0,2.0,14.0,1.0,13.0,-1.0,14.0,0.0,14.6,1.1401754250991383,13.0,16.0
15,2026-06-18 17:28:33,0.0,1.0,0.0,15.0,-1.0,16.0,1.0,15.0,0.0,15.0,2.0,14.0,1.0,15.2,0.44721359549995887,15.0,16.0
17,2026-06-18 17:29:33,13.33,-1.0,1.0,15.0,0.0,15.0,-1.0,16.0,1.0,15.0,0.0,15.0,2.0,15.6,0.8944271909999164,15.0,17.0
15,2026-06-18 17:31:33,0.0,-1.0,0.0,15.0,-1.0,17.0,1.0,15.0,0.0,15.0,-1.0,16.0,1.0,15.4,0.8944271909999164,15.0,17.0
13,2026-06-18 17:32:33,-13.33,1.0,-1.0,15.0,0.0,15.0,-1.0,17.0,1.0,15.0,0.0,15.0,-1.0,15.0,1.4142135623730954,13.0,17.0
14,2026-06-18 17:36:33,0.0,1.0,0.0,14.0,0.0,14.0,0.0,14.0,1.0,13.0,-1.0,15.0,0.0,13.8,0.44721359549995937,13.0,14.0
16,2026-06-18 17:39:33,0.0,1.0,0.0,16.0,0.0,16.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,15.2,1.095445115010332,14.0,16.0
17,2026-06-18 17:40:33,6.25,1.0,1.0,16.0,0.0,16.0,0.0,16.0,1.0,14.0,0.0,14.0,0.0,15.8,1.095445115010332,14.0,17.0
18,2026-06-18 17:41:33,5.88,1.0,2.0,17.0,1.0,16.0,0.0,16.0,0.0,16.0,1.0,14.0,0.0,16.6,0.8944271909999151,16.0,18.0
19,2026-06-18 17:44:33,0.0,-1.0,0.0,19.0,0.0,19.0,3.0,18.0,2.0,17.0,1.0,16.0,0.0,18.4,0.8944271909999151,17.0,19.0
18,2026-06-18 17:45:33,-5.26,1.0,-1.0,19.0,0.0,19.0,0.0,19.0,3.0,18.0,2.0,17.0,1.0,18.6,0.5477225575051655,18.0,19.0
19,2026-06-18 17:46:33,5.56,-1.0,1.0,18.0,-1.0,19.0,0.0,19.0,0.0,19.0,3.0,18.0,2.0,18.8,0.4472135954999569,18.0,19.0
18,2026-06-18 17:47:33,-5.26,-1.0,-1.0,19.0,1.0,18.0,-1.0,19.0,0.0,19.0,0.0,19.0,3.0,18.6,0.5477225575051655,18.0,19.0
17,2026-06-18 17:48:33,-5.56,-1.0,-2.0,18.0,-1.0,19.0,1.0,18.0,-1.0,19.0,0.0,19.0,0.0,18.2,0.8366600265340751,17.0,19.0
16,2026-06-18 17:49:33,-5.88,-1.0,-3.0,17.0,-2.0,18.0,-1.0,19.0,1.0,18.0,-1.0,19.0,0.0,17.6,1.1401754250991378,16.0,19.0
14,2026-06-18 17:50:33,-12.5,-1.0,-4.0,16.0,-3.0,17.0,-2.0,18.0,-1.0,19.0,1.0,18.0,-1.0,16.8,1.9235384061671346,14.0,19.0
13,2026-06-18 17:51:33,-7.14,1.0,-5.0,14.0,-4.0,16.0,-3.0,17.0,-2.0,18.0,-1.0,19.0,1.0,15.6,2.0736441353327724,13.0,18.0
15,2026-06-18 17:52:33,15.38,1.0,1.0,13.0,-5.0,14.0,-4.0,16.0,-3.0,17.0,-2.0,18.0,-1.0,15.0,1.5811388300841898,13.0,17.0
16,2026-06-18 17:54:33,0.0,1.0,0.0,16.0,2.0,15.0,1.0,13.0,-5.0,14.0,-4.0,16.0,-3.0,14.8,1.3038404810405297,13.0,16.0
18,2026-06-18 17:55:33,12.5,1.0,1.0,16.0,0.0,16.0,2.0,15.0,1.0,13.0,-5.0,14.0,-4.0,15.6,1.8165902124584952,13.0,18.0
20,2026-06-18 17:57:33,0.0,-1.0,0.0,20.0,2.0,18.0,1.0,16.0,0.0,16.0,2.0,15.0,1.0,18.0,2.0,16.0,20.0
18,2026-06-18 18:00:33,0.0,1.0,0.0,18.0,0.0,18.0,-1.0,20.0,0.0,20.0,2.0,18.0,1.0,18.8,1.0954451150103328,18.0,20.0
20,2026-06-18 18:01:33,11.11,-1.0,1.0,18.0,0.0,18.0,0.0,18.0,-1.0,20.0,0.0,20.0,2.0,18.8,1.0954451150103328,18.0,20.0
19,2026-06-18 18:02:33,-5.0,-1.0,-1.0,20.0,1.0,18.0,0.0,18.0,0.0,18.0,-1.0,20.0,0.0,18.6,0.8944271909999165,18.0,20.0
17,2026-06-18 18:03:33,-10.53,-1.0,-2.0,19.0,-1.0,20.0,1.0,18.0,0.0,18.0,0.0,18.0,-1.0,18.4,1.140175425099138,17.0,20.0
15,2026-06-18 18:07:33,0.0,1.0,0.0,15.0,0.0,15.0,0.0,15.0,-3.0,17.0,-2.0,19.0,-1.0,15.4,0.8944271909999152,15.0,17.0
17,2026-06-18 18:08:33,13.33,-1.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,-3.0,17.0,-2.0,15.4,0.8944271909999157,15.0,17.0
16,2026-06-18 18:10:33,0.0,-1.0,0.0,16.0,-1.0,17.0,1.0,15.0,0.0,15.0,0.0,15.0,0.0,15.8,0.8366600265340755,15.0,17.0
15,2026-06-18 18:11:33,-6.25,1.0,-1.0,16.0,0.0,16.0,-1.0,17.0,1.0,15.0,0.0,15.0,0.0,15.8,0.8366600265340755,15.0,17.0
17,2026-06-18 18:12:33,13.33,-1.0,1.0,15.0,-1.0,16.0,0.0,16.0,-1.0,17.0,1.0,15.0,0.0,16.2,0.8366600265340755,15.0,17.0
16,2026-06-18 18:15:33,0.0,-1.0,0.0,16.0,0.0,16.0,-1.0,17.0,1.0,15.0,-1.0,16.0,0.0,16.0,0.7071067811865472,15.0,17.0
14,2026-06-18 18:18:33,0.0,1.0,0.0,14.0,0.0,14.0,-1.0,16.0,0.0,16.0,0.0,16.0,-1.0,14.8,1.0954451150103324,14.0,16.0
15,2026-06-18 18:19:33,7.14,1.0,1.0,14.0,0.0,14.0,0.0,14.0,-1.0,16.0,0.0,16.0,0.0,14.6,0.8944271909999162,14.0,16.0
16,2026-06-18 18:20:33,6.67,-1.0,2.0,15.0,1.0,14.0,0.0,14.0,0.0,14.0,-1.0,16.0,0.0,14.6,0.8944271909999162,14.0,16.0
15,2026-06-18 18:21:33,-6.25,-1.0,-1.0,16.0,2.0,15.0,1.0,14.0,0.0,14.0,0.0,14.0,-1.0,14.8,0.8366600265340759,14.0,16.0
13,2026-06-18 18:22:33,-13.33,1.0,-2.0,15.0,-1.0,16.0,2.0,15.0,1.0,14.0,0.0,14.0,0.0,14.6,1.140175425099138,13.0,16.0
14,2026-06-18 18:24:33,0.0,1.0,0.0,14.0,1.0,13.0,-2.0,15.0,-1.0,16.0,2.0,15.0,1.0,14.4,1.140175425099138,13.0,16.0
15,2026-06-18 18:25:33,7.14,1.0,1.0,14.0,0.0,14.0,1.0,13.0,-2.0,15.0,-1.0,16.0,2.0,14.2,0.8366600265340759,13.0,15.0
17,2026-06-18 18:26:33,13.33,-1.0,2.0,15.0,1.0,14.0,0.0,14.0,1.0,13.0,-2.0,15.0,-1.0,14.6,1.5165750888103104,13.0,17.0
16,2026-06-18 18:28:33,0.0,1.0,0.0,16.0,-1.0,17.0,2.0,15.0,1.0,14.0,0.0,14.0,1.0,15.6,1.1401754250991385,14.0,17.0
18,2026-06-18 18:29:33,12.5,1.0,1.0,16.0,0.0,16.0,-1.0,17.0,2.0,15.0,1.0,14.0,0.0,16.4,1.140175425099139,15.0,18.0
19,2026-06-18 18:31:33,0.0,-1.0,0.0,19.0,2.0,18.0,1.0,16.0,0.0,16.0,-1.0,17.0,2.0,17.6,1.516575088810311,16.0,19.0
18,2026-06-18 18:32:33,-5.26,-1.0,-1.0,19.0,0.0,19.0,2.0,18.0,1.0,16.0,0.0,16.0,-1.0,18.0,1.2247448713915898,16.0,19.0
16,2026-06-18 18:33:33,-11.11,1.0,-2.0,18.0,-1.0,19.0,0.0,19.0,2.0,18.0,1.0,16.0,0.0,18.0,1.2247448713915898,16.0,19.0
17,2026-06-18 18:37:33,0.0,-1.0,0.0,17.0,0.0,17.0,0.0,17.0,1.0,16.0,-2.0,18.0,-1.0,16.8,0.44721359549995937,16.0,17.0
15,2026-06-18 18:38:33,-11.76,-1.0,-1.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,1.0,16.0,-2.0,16.6,0.8944271909999163,15.0,17.0
14,2026-06-18 18:40:33,0.0,-1.0,0.0,14.0,-2.0,15.0,-1.0,17.0,0.0,17.0,0.0,17.0,0.0,15.4,1.5165750888103104,14.0,17.0
12,2026-06-18 18:42:33,0.0,1.0,0.0,12.0,-1.0,14.0,0.0,14.0,-2.0,15.0,-1.0,17.0,0.0,13.4,1.3416407864998745,12.0,15.0
13,2026-06-18 18:43:33,8.33,-1.0,1.0,12.0,0.0,12.0,-1.0,14.0,0.0,14.0,-2.0,15.0,-1.0,13.0,1.000000000000001,12.0,14.0
11,2026-06-18 18:45:33,0.0,1.0,0.0,11.0,-1.0,13.0,1.0,12.0,0.0,12.0,-1.0,14.0,0.0,11.8,0.8366600265340772,11.0,13.0
12,2026-06-18 18:46:33,9.09,1.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.0,12.0,0.0,12.0,-1.0,11.8,0.8366600265340772,11.0,13.0
13,2026-06-18 18:47:33,8.33,-1.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.0,12.0,0.0,12.0,1.0000000000000013,11.0,13.0
12,2026-06-18 18:48:33,-7.69,1.0,-1.0,13.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,13.0,1.0,11.8,0.8366600265340772,11.0,13.0
13,2026-06-18 18:49:33,8.33,-1.0,1.0,12.0,-1.0,13.0,2.0,12.0,1.0,11.0,0.0,11.0,-1.0,12.2,0.8366600265340772,11.0,13.0
11,2026-06-18 18:50:33,-15.38,1.0,-1.0,13.0,1.0,12.0,-1.0,13.0,2.0,12.0,1.0,11.0,0.0,12.2,0.8366600265340772,11.0,13.0
13,2026-06-18 18:51:33,18.18,1.0,1.0,11.0,-1.0,13.0,1.0,12.0,-1.0,13.0,2.0,12.0,1.0,12.4,0.8944271909999174,11.0,13.0
14,2026-06-18 18:52:33,7.69,-1.0,2.0,13.0,1.0,11.0,-1.0,13.0,1.0,12.0,-1.0,13.0,2.0,12.6,1.1401754250991392,11.0,14.0
13,2026-06-18 18:56:33,0.0,1.0,0.0,13.0,0.0,13.0,0.0,13.0,-1.0,14.0,2.0,13.0,1.0,13.2,0.44721359549996087,13.0,14.0
14,2026-06-18 18:58:33,0.0,1.0,0.0,14.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,-1.0,13.4,0.5477225575051663,13.0,14.0
16,2026-06-18 18:59:33,14.29,1.0,1.0,14.0,0.0,14.0,1.0,13.0,0.0,13.0,0.0,13.0,0.0,14.0,1.224744871391589,13.0,16.0
18,2026-06-18 19:00:33,12.5,-1.0,2.0,16.0,1.0,14.0,0.0,14.0,1.0,13.0,0.0,13.0,0.0,15.0,2.0,13.0,18.0
16,2026-06-18 19:01:33,-11.11,-1.0,-1.0,18.0,2.0,16.0,1.0,14.0,0.0,14.0,1.0,13.0,0.0,15.6,1.6733200530681511,14.0,18.0
